Amount Earned,Completed Jobs ,USD/Hour,On Time,On Budget,Repeat Hire Rate,Accept Rate,Country,Overall Rating,Reviews Count,Education,Work Experience,Number of Certificates,User_ID_Hashed
8.2,91,18,93,96.0,7.0,78.0,India,4.9,191.0,1.0,2.0,2,057c98b259224398a1c8963b86cc12c93341cb710666c3550ea64f416fb246af
7.6,100,30,100,99.0,15.0,73.0,Pakistan,5.0,29.0,1.0,1.0,2,bb617c5b03faade86e20b5ab72d6781362d9fcd14edd619be01b05e361aa1da5
10.0,99,20,87,93.0,15.0,84.0,India,4.9,638.0,1.0,1.0,6,d537aa2eed5a9b9442d4360c08060b585ac2784c76f4049d6ff9a644e20fa5b8
10.0,99,25,93,97.0,19.0,91.0,Pakistan,4.9,5852.0,1.0,1.0,3,23ca1e2373a05c3feaa18be29e1f806b34cb941c28a208ea975a1be5e2151fc8
9.5,98,50,91,90.0,15.0,90.0,Pakistan,4.9,868.0,1.0,1.0,2,6a1e4931b3915ddfe807d687e4feaf8871cd83ac3e52a1d30f93ed3a9818046f
8.6,100,2,97,97.0,42.0,91.0,India,5.0,977.0,1.0,3.0,6,33e5ca8c46326af8afb0e9883b83ea2973650ce2abe86f31433021dec51af349
9.1,98,25,90,92.0,29.0,76.0,India,4.9,1349.0,1.0,1.0,4,916eb4e52ab8b28c20124d486c3b23c3e0280a8ae1b5762a5ac60d895aaeab2d
8.9,99,25,85,94.0,18.0,83.0,India,4.9,1617.0,1.0,0.0,7,566884d59cbafe78d22c53b2c2a427f54db012e302132d2958e4771b9d77f88e
9.3,98,25,95,96.0,18.0,88.0,India,4.9,825.0,1.0,2.0,11,97fa49df9c926743e1e5cb4d6764784f60b5f3c32971adaa02f9c176f474182e
8.3,100,50,97,99.0,6.0,92.0,Egypt,5.0,56.0,0.0,2.0,1,8b4443281dc08b08a7de185a16173a6c3e00dee50509a67e5a9076483d3375c8
9.3,95,35,92,90.0,16.0,83.0,Canada,4.7,403.0,0.0,0.0,15,4b80700e397ebaf1441b02c0ec02c5cfea4d298ed0477bcf9e86da4ec1ee3df1
9.6,95,25,92,95.0,16.0,79.0,India,4.9,184.0,1.0,2.0,11,9c0656b0c4478d243faa32d188d3261bd456185b8165a14a44678cffa2f5b287
9.2,100,45,100,100.0,0.0,0.0,India,5.0,1.0,1.0,1.0,1,24187192ad0dd6a6707c9c7c021c3fda60d37ed7eddabb6fa1c4ea9821148ead
6.8,100,50,100,100.0,5.0,88.0,Pakistan,5.0,208.0,1.0,3.0,15,925ad515bdd4f4ce47b1d3feee5289a5478e1e3d49f32e716203a9000e018ab4
8.2,97,15,93,95.0,11.0,76.0,Pakistan,4.8,126.0,1.0,0.0,15,870b4fcc1b3903c1a92e9d28b94dd5d8e9fb93df789e5009c1cd2f79545ed4ca
9.4,99,15,91,90.0,24.0,85.0,India,5.0,1849.0,1.0,1.0,10,e8ae2745032f859036786021451f348f294f8e45daa2cfc9327aeeb48a4c0d59
9.2,99,10,92,99.0,11.0,90.0,India,4.9,296.0,1.0,1.0,2,a4eab51338b2a8a6cb0207f25cb1e1de7a3acaf4a6c24b3636363eec30084063
7.8,100,50,100,100.0,33.0,85.0,Malaysia,5.0,45.0,1.0,3.0,0,d15599ab695ecfa0c36b9b0b3d8ee313adc5bb96dfa10b3df74038fd4b309c13
7.5,98,40,93,93.0,36.0,91.0,Bangladesh,4.8,214.0,1.0,3.0,3,52c71190b0828a78cf9c48ae982b6a1b92ab06ebab5f376bd115556c9ffa8e62
7.9,99,15,99,98.0,23.0,86.0,Pakistan,5.0,613.0,1.0,1.0,1,ce839749cac3806d30ca7215889c6777b83bbd1fc2d3e6f323eca689640fa69f
8.7,99,10,93,95.0,13.0,81.0,Bangladesh,5.0,687.0,0.0,0.0,2,b79d033293694c6b18bc0d7b9f1fb86bc9635af369d59757bb88507f72bed4a8
9.1,100,3,97,96.0,29.0,89.0,India,4.9,1119.0,1.0,1.0,10,a78c86a600e4a746b01a8e0695e8f5785d170c680e042ea0f436584cce1b3437
8.0,98,35,96,96.0,9.0,90.0,Pakistan,4.9,249.0,1.0,1.0,1,5c6dac27dbe7104be6e11236a090f533d42a2a097bddfe37f188381332e69170
9.6,98,25,95,97.0,24.0,91.0,India,5.0,563.0,1.0,3.0,11,e17c616841bf10b5fe4fb8380b05fa6c74a88cec18232efc065a829ace9ee980
8.3,99,50,98,98.0,19.0,81.0,Bosnia And Herzegovina,5.0,260.0,1.0,2.0,3,52aa846dbcddeaf57f4d47634797407ad041a1d2ce240baff88576e3794b3c8f
7.3,100,35,99,98.0,13.0,89.0,India,5.0,31.0,0.0,0.0,2,9b45083a132fa1135a5315772aa8403d8059327786b40db4b8ce469d5f20a458
7.8,98,50,98,98.0,11.0,67.0,Pakistan,5.0,462.0,1.0,1.0,4,36369b5b7a0b5d3865c2d56c27f27f18fc03bc7e7d4e8ab73c3349a9a1010987
8.2,100,25,93,98.0,28.0,94.0,Pakistan,4.9,432.0,1.0,0.0,1,a985f93a1a8e39d7c5eee0b65ea8e5fe432cf24b572b8cbb17f8ff6564f3209c
8.6,99,15,97,97.0,22.0,91.0,Pakistan,5.0,325.0,1.0,3.0,15,e78f777682af7c39f75d0d998cbe253fed8508bc5d849285c1cc29ced30f71f2
9.8,99,11,98,98.0,19.0,91.0,India,4.9,1270.0,1.0,1.0,14,f361406373d03693024e056ccbc015ba38ca4b03ad16a42ba64805bf9b200007
8.3,100,30,100,100.0,25.0,100.0,Venezuela,5.0,8.0,1.0,0.0,0,e65c270ed03c13841dec173afe345bbf3e8d00cd0dd641238bdf26685024f109
7.8,99,16,93,92.0,11.0,70.0,India,4.9,1408.0,1.0,1.0,2,14a349d60730aa969285cd1e230fbffbca31356592dac9717f016ac977e18c69
6.8,100,15,100,100.0,0.0,100.0,Pakistan,5.0,1.0,1.0,1.0,5,cb7f39efadd846b27469b7fd8f909bfd0ddaccca57ee50b4ddb25b686136d4ac
7.5,90,60,100,100.0,16.0,73.0,South Africa,4.9,69.0,1.0,0.0,2,e9ba841d05ad6944542087dff309fdab51c8c0e05cb240545971d6a6dc1033d2
9.0,99,45,99,98.0,15.0,74.0,India,5.0,567.0,1.0,1.0,9,53c18bf34dc0d0dc737d996be9aaedcb52f2b9ac2a3e3efc579a103228521881
8.2,96,9,82,100.0,17.0,84.0,Pakistan,4.8,64.0,1.0,1.0,3,8365952793430daa63b5b3399706e7f77d8a72149e9bc1913aa5ea8a5ee237d9
9.3,99,30,91,100.0,27.0,90.0,Pakistan,5.0,122.0,1.0,1.0,4,f946dbd75466be7d70bc6835572f6539ee4093becbae1a74745f25f73541ceb4
7.4,98,25,100,100.0,29.0,93.0,Bangladesh,5.0,44.0,1.0,3.0,11,5c7896538458a1828a7e5c9263da87f916932d477e4323d24a4762f421c6aa11
8.6,100,6,97,96.0,27.0,55.0,India,5.0,167.0,1.0,0.0,2,b13528f38b010b1dedd76c63f6655caaf3914291e70ed87f1f8d5f81d14ae4d6
9.5,90,18,89,93.0,20.0,80.0,India,4.7,275.0,1.0,1.0,3,4a1a6d78fce41075da14e8b5226f7654b96431dedfea0f4174a5d447112e93f8
7.9,96,30,92,95.0,8.0,58.0,Pakistan,4.9,273.0,1.0,1.0,4,9138fd91e373919b042877b358cc5cd649fa223004049fbd7df628cb49765a7b
10.0,98,40,100,100.0,29.0,92.0,India,5.0,711.0,1.0,1.0,4,fa538c0a3205774d1e734b15cdbafe553cd0d36b5fe1c1a8a514f8b1c63b9123
9.2,98,45,88,91.0,18.0,95.0,Colombia,4.9,199.0,1.0,1.0,3,7fb06951cb4dab983cdef11b509aea7db720a6aadac9e34263d05da910adfc3b
8.8,100,65,99,99.0,15.0,89.0,India,5.0,118.0,1.0,2.0,4,9451410ae16c01fe92c0b3986cf5fc5a83f7e3b82633fbe5e50f76a000e691dc
7.9,100,30,100,100.0,0.0,50.0,India,5.0,8.0,1.0,0.0,0,5a6de400504623dd523aa91fa598e1725ad2c22a0e57efeead62eb5f7613fffa
8.7,97,49,97,95.0,10.0,84.0,Pakistan,4.9,614.0,1.0,3.0,9,f1afaa1b14c6426d3cb8b04812c37c4e9ddc0b46766f7c0c283ea821a94b8a85
9.2,100,7,97,96.0,21.0,76.0,India,5.0,1274.0,1.0,1.0,1,6c350b6a65783f517f7b80f35ba9bcda3101b49882de29476da0b27ad11bd0dc
9.5,97,40,99,99.0,13.0,68.0,Pakistan,5.0,124.0,1.0,0.0,12,de2289ffba95c254ab53b8c35476b8847fd0545b268063166cc4c08c9912bce9
7.0,99,50,97,100.0,20.0,85.0,Pakistan,5.0,171.0,1.0,1.0,15,8be3ea81b9b6883dbb84487c2df205eb49db0ed8b85e26ed11ac26de44eca699
7.4,100,20,100,100.0,14.0,100.0,Egypt,5.0,24.0,1.0,3.0,15,e1f08a9ba4fcb245e0e76977411e862f60de825e22d4b27153e3ceaf83f65d11
9.5,98,23,95,97.0,15.0,95.0,India,4.9,3537.0,1.0,1.0,3,ec610a868918626c2dd82e20ef8171f1c6d89c9edf9e091ba4573b8817667be7
8.0,91,25,93,95.0,11.0,92.0,India,4.9,225.0,1.0,1.0,2,9d9ead777af6776e55d0e62bebb2361c1f8858517a61ab6e05eeeba7edc3218c
9.0,98,50,98,99.0,15.0,93.0,Turkey,5.0,207.0,1.0,1.0,3,4fbaca31c51879156c6259bc5e6a04e86e37623f4c22429d2918362a2ce9dfed
8.2,98,20,97,97.0,16.0,78.0,India,4.9,43.0,0.0,1.0,1,42001ca6fc167c4068fd419e257dfbb7630c0a5641508ff8fe325b4e31c4d789
7.3,97,30,96,98.0,11.0,47.0,Pakistan,4.9,190.0,1.0,3.0,1,672987c8c762b401e0481972766fa1e839f9f2911affa2154b4645918f74cb4e
7.5,99,25,96,99.0,17.0,84.0,Pakistan,4.9,191.0,1.0,3.0,5,696d137d26ea8bc2b2149a6888e6b152823600061aaaae6b1f0c7ea3cfc6ad13
7.8,99,20,99,99.0,15.0,95.0,United States,5.0,287.0,1.0,3.0,6,47277574a5e5770ac120e267f0da043ebf0b0746c79e624262e445d24c6b17d7
7.5,97,25,100,100.0,34.0,79.0,Pakistan,5.0,66.0,1.0,2.0,3,807475c01c0ce9d960be2419e25a9eb3310802028598b17af5bc6ad2bc16996e
7.8,100,15,99,96.0,23.0,58.0,India,5.0,245.0,1.0,2.0,1,dd30e19dac0f339c132bc46f916462af976f87f26b36b7e461cec18073c54c22
8.0,99,8,99,100.0,21.0,71.0,Pakistan,5.0,188.0,1.0,3.0,6,03e85940674851b675f105afd9e72213975b6ae67b715f63bbbc6ff4a094cabe
7.4,100,30,100,100.0,10.0,96.0,Bangladesh,5.0,13.0,1.0,3.0,15,06d74e444fe99bfe13c250c41351ad468b5977bf6cb96ec54733bdd0afe2a151
8.5,93,30,94,95.0,23.0,91.0,Pakistan,4.9,113.0,1.0,1.0,5,d6885e3b80dc0b145b3d332a33e1d6debd6fe8190675f742d8015ad28f5d2637
9.2,99,20,99,97.0,15.0,82.0,Bangladesh,5.0,1399.0,1.0,2.0,13,5d91da260173deaf8a4ba99078c12688248cdffdb414817fd14a39ecf7add027
8.9,99,20,95,97.0,25.0,92.0,India,5.0,463.0,1.0,0.0,3,6e161cbdcaf72fa36624d10d3fe8b31fb6c96ea8e38f6e0e73a447d3e4cc4da1
8.5,100,20,99,99.0,22.0,60.0,India,5.0,700.0,1.0,1.0,2,cc7d66ca44585454659538962d1c541416f129753f774d3609d60033f653b412
6.8,81,20,100,100.0,5.0,77.0,India,5.0,14.0,1.0,2.0,4,35ec9e1a5ffafa45767e240912371940e259846483bc1bd1fcc1a615ad71ead0
9.3,99,10,93,91.0,20.0,90.0,India,4.9,1127.0,0.0,1.0,4,fc475c1a0be66923b54d4fd0f4fc2492cde89cfe0b6d9f32421b45976ab1869a
6.7,100,15,96,97.0,23.0,61.0,Ukraine,5.0,27.0,1.0,1.0,5,c3912be0a1d7995413f53acf38ddf89aa3e0c11c12efd1a7b2da163b89b82bf7
9.8,100,30,95,97.0,29.0,86.0,Bangladesh,4.9,3571.0,1.0,3.0,15,776cd46d4a559d622111a11920d9f516ec692aba9bb2a0a15e31979b21d9798f
9.1,99,60,98,97.0,32.0,91.0,Tunisia,5.0,626.0,1.0,2.0,5,8f45824c7b7f0d413e20b122be535bfaf722b05f394cf35e7a7007738efcf065
7.1,100,35,97,100.0,25.0,89.0,Pakistan,5.0,11.0,0.0,0.0,15,cca354c371f51922dbbf8a3be6ac36c9c295e8362b39a39d73fc226e38c4e8a1
9.5,100,175,100,99.0,43.0,78.0,United States,5.0,92.0,0.0,0.0,14,e7e0e8a50b07a72339ae059094a0709a9f6a846c7210020c4e5df4fbae0cfc86
9.2,97,25,86,93.0,20.0,86.0,India,4.9,447.0,1.0,1.0,2,434220284422f91a19172844e59de19e3443235b70f05626c2cf9bc1459a4079
7.5,100,15,99,98.0,24.0,97.0,Pakistan,5.0,211.0,1.0,1.0,6,c1d43126e97f8da209e148f834d87fd8266dce94e7a25fc66f467639d9c14a1a
8.9,100,40,95,94.0,15.0,78.0,India,5.0,1118.0,1.0,1.0,4,ada77b8ffef4dae06d47a5abd3d883772dfb07b498e26be3254c2ca16ee0f648
8.9,100,15,91,89.0,33.0,91.0,India,4.9,1815.0,1.0,1.0,13,3f3b433c451f9317e6d2d0868d18d0ae1a262143817a320e7834a71e421feb00
8.3,96,35,97,96.0,18.0,77.0,Bangladesh,4.9,529.0,1.0,2.0,11,57f487508c9b5b3de1f30a39e30f99d7dd2ae0300467b701490565c6dd4242db
9.4,98,15,93,94.0,21.0,89.0,India,4.9,1549.0,1.0,1.0,15,47a7e4db99e787f7c279abcc9351288b37ae0a842ebd93ca841aa86d0eec09c4
7.0,97,25,100,100.0,7.0,85.0,India,5.0,36.0,1.0,2.0,6,217adf11caafbec61e023272d575f459e1d92e02dcb3c440392774ba7280d900
7.1,98,30,100,100.0,7.0,73.0,Germany,5.0,61.0,0.0,0.0,0,045543a799d568dd063333e5821149044dfac053b098eaafbdc674e267f9a1f5
8.2,97,15,99,98.0,19.0,93.0,India,5.0,77.0,1.0,2.0,6,6abca790cb3aa5cf1bc10ee286099ead847740a10217a1f1898671296a454271
8.9,100,100,96,98.0,16.0,91.0,Australia,5.0,380.0,0.0,0.0,13,7f2fcd6eb40b24dda0ca27fa9bf294ae7e66da1ac2a2e231cf0380ddeafab9d6
9.1,99,7,97,99.0,30.0,84.0,Bangladesh,4.9,1790.0,1.0,2.0,15,091e8c36c1081dc8ab46be80c4eea5a13c39ae125390957115d0fdd0a30a2c59
6.7,96,30,91,91.0,22.0,95.0,Pakistan,4.7,23.0,1.0,2.0,10,7f8551443d2fbc50705c83a2e113a11f116cfae74e8871c529b60b92770d120c
7.9,98,20,96,98.0,11.0,66.0,Pakistan,5.0,240.0,1.0,1.0,1,c2b648d53ff46cf1305b896a07890e7309c1acbc9afbd06444118cbbeaecab33
7.6,100,100,100,95.0,16.0,96.0,Turkey,5.0,49.0,1.0,0.0,4,3a5d47b72196037f1be74c4e3bc9abc94418e3aa262568d7b2472097d046018d
7.6,92,45,100,100.0,20.0,100.0,Spain,5.0,12.0,0.0,0.0,4,cdf815f84f2ff79b060124108e3b3bc3f4b2d277094c175a439cd6cacc9e7d8c
9.7,99,35,95,99.0,21.0,94.0,India,4.9,325.0,1.0,1.0,6,bb4cbfc9c3b348eda354d8e80640161e2f8050ebfdb98cce64c2d82102a4cfd6
8.4,99,50,100,100.0,14.0,97.0,United Kingdom,5.0,58.0,1.0,3.0,1,7b682e2c217294fad6909466a43505625521802ebe2a204b6ee78a1097ff275e
8.6,100,45,100,100.0,7.0,70.0,Ukraine,5.0,25.0,1.0,1.0,6,a488bd7da416bd5f9a6c56b2b8b53a3ef4231548d0821013fa43dfdc4fa70dc8
9.2,97,20,87,97.0,18.0,88.0,India,4.9,477.0,1.0,1.0,15,095779224e18797aeb1953e9810523fd75b1c3ee7c6f0a72457147a03ae47685
6.6,100,90,100,100.0,8.0,71.0,United States,5.0,12.0,1.0,2.0,11,3aba801d7778e2217318695240751805f420cc88c26bdaec152ffe7a3a8b3a55
8.8,67,20,100,100.0,50.0,100.0,Pakistan,5.0,3.0,1.0,2.0,1,5fb27a9fe9e230fd3c677d949c51e8422c3361f1270d7ef59264b2be5734514a
6.7,100,30,100,100.0,12.0,46.0,Pakistan,5.0,35.0,1.0,3.0,1,637eac49d74678a29fb37c1594e49dc7f396dc4e9be76fbf51c8706c00797e22
7.5,94,30,97,99.0,19.0,91.0,India,5.0,73.0,1.0,1.0,0,0762c99d5192495b558105fa3fb97336f44745f9694a3ef3a2c76fe62e86f44d
7.2,100,100,100,100.0,33.0,90.0,Pakistan,5.0,22.0,1.0,2.0,6,6d9baa59ec166bd516b860ef47bfff6210461fef56957bbcff78f1ed21432afb
6.9,98,15,100,100.0,30.0,77.0,Pakistan,5.0,43.0,1.0,2.0,11,43c881e3f09cd9a5ffc275243bd67b5f9f60657e4f02c7756253b1e4424f66cc
8.6,99,20,96,99.0,21.0,88.0,United Kingdom,5.0,121.0,0.0,0.0,2,7be8fbe2fe23c71c6f438b9e5ef2ce3797d7608a2862511c1cce52efe814d860
7.6,98,10,93,96.0,32.0,93.0,India,5.0,177.0,1.0,1.0,1,0e08e6ae3ce03ba524bcefe0be124fecb1bcb9a1a7dfa19abae2e557a185f502
7.6,99,7,100,100.0,24.0,99.0,Bangladesh,5.0,159.0,1.0,2.0,1,8589829eacb1d31b933d0c797721a71ee8a8ad81bc5212b0883522921ba0e651
8.7,100,29,100,100.0,28.0,91.0,Pakistan,5.0,438.0,1.0,3.0,7,ae479fb994d0f8f9956949e8f01c2820c4f17e2ae2cbf54fe0facfa8ee6bdf70
8.1,100,25,92,92.0,25.0,82.0,India,5.0,422.0,1.0,1.0,4,02653a9fb0420662f7d9b5261f324346ac7d0ebc48317ffe86b930e27fec2fc6
7.4,99,20,95,95.0,17.0,85.0,India,5.0,426.0,1.0,2.0,3,e0b219ca240c451809635f40c99a520a21c520ac5e21e70b2f63bea28989d03b
9.4,96,10,91,94.0,16.0,69.0,India,4.9,758.0,1.0,1.0,8,ddeca0f42904a86da2b812f5e78c3fdeb3c61e5cac6502f234ff3f4fa774f611
9.1,99,50,93,91.0,8.0,73.0,Pakistan,4.9,344.0,1.0,1.0,7,2157286ef3095ec64165e4b4704343d64578c4ba87229244a208fdf2deb5e42e
7.8,100,12,97,98.0,39.0,89.0,India,5.0,414.0,0.0,0.0,0,618af95be45b820c148b627fc5bec5d2f41b0ddf0a4faaf1e7677f331436f24b
6.9,99,20,98,96.0,13.0,93.0,India,5.0,573.0,1.0,1.0,3,7dd2aa35b35111b5a879140b3cda4eee5f504d4fa8b42c1dcc9c5dd0c068ed48
7.9,99,15,100,100.0,14.0,88.0,India,5.0,70.0,1.0,3.0,2,08f906567b08f3c9156d964017125ef4ce3fa466d0ff343b79f72b7563c3e3d5
6.9,98,30,100,100.0,4.0,44.0,Bulgaria,5.0,34.0,1.0,3.0,1,f6c5d5d78d43094304e73cee1d13c415380d5ea72fc9d231c521f8300ab0aca6
7.1,100,25,92,98.0,17.0,68.0,Pakistan,5.0,226.0,1.0,1.0,2,48362ddd6bd7d5f493ff5f472eb931eb08a6eb72a443800dea9b5149f545f805
8.6,99,10,94,96.0,15.0,73.0,India,5.0,370.0,1.0,0.0,3,677bb4f28cb4c0460890af4f0cb70afa5e8530bce98aadfe3e537ede1f4ce187
10.0,99,30,94,94.0,24.0,92.0,Bangladesh,4.9,3660.0,1.0,1.0,15,8988e4e056e8a0b0d94e7e54d120fe8160c900bbcd97abae6fc0cde257da923e
9.3,99,40,91,92.0,14.0,88.0,Ukraine,4.9,1076.0,1.0,0.0,2,ad4e3078842e9eeee2507a41824f84d0e046d64653cbf5aa197ec08cdf1a744b
8.3,98,12,90,90.0,21.0,81.0,India,4.9,558.0,1.0,1.0,9,1211415812617bf20cad657ae07b604eb42931de7ef55789d431a79405152d3a
8.0,99,15,95,94.0,14.0,78.0,India,4.9,1041.0,1.0,1.0,1,2b076d245bf158a4d6f2433f0322fb5885999f5489a50de51bb997e562f46a62
8.0,99,20,97,98.0,20.0,93.0,Pakistan,4.9,146.0,1.0,1.0,1,5f0fde2df55b11597b899c01a5bdfaaa33bd00b69fc2107aae80ab07bf5be2e1
9.1,99,25,94,96.0,25.0,81.0,India,4.9,245.0,1.0,1.0,2,d4f5ca7089002dce6dfe5ca7781fe482087f357090898b556f2959fe652ffa0a
8.7,99,25,89,94.0,7.0,74.0,India,5.0,347.0,1.0,2.0,7,3fe1a91027f4e69041450e4d97b79fb0cd1a923913400869392cb0be7102863c
7.2,94,30,94,94.0,13.0,88.0,Pakistan,4.8,70.0,1.0,1.0,3,78697c2c28de1ab0d686e8524111afaa6a8593592014b1d23a863073c417edd4
8.2,99,10,98,97.0,15.0,87.0,Bangladesh,5.0,762.0,1.0,1.0,8,5df6e4c06677c5a19e70aa6b064ca6bf9a4ad684d30ef784c78fc53c115dd92f
9.3,98,25,88,88.0,10.0,91.0,Pakistan,4.6,115.0,1.0,1.0,4,0f2a1c696cf60ee4f86b2374bed232e818a603bee57140cea2ca57bd50ebb280
7.9,99,20,93,96.0,10.0,83.0,Pakistan,4.9,373.0,1.0,2.0,2,571dafdb7fa0e97b4b8c13c5c47fd3b297f50171f40977083fc45bdde5fd37ef
8.4,100,70,100,100.0,22.0,76.0,Algeria,5.0,274.0,1.0,2.0,3,27cbe7bfae00aefc125fdd9112056e2ea156730d158e5ae7910ce58f769c362f
6.4,93,25,92,96.0,15.0,91.0,India,4.9,101.0,1.0,2.0,1,a59755096098987132c3b1b822e5c50ddc5c03f8b9b8bd5283f7762a4e0b614c
9.6,100,30,97,95.0,17.0,79.0,India,5.0,2730.0,1.0,1.0,2,4226f779213210a15b7cc52c61cd3bb168373f8e4b06478c4c7b6459919a0403
9.0,100,100,97,95.0,16.0,87.0,Pakistan,5.0,1237.0,0.0,0.0,8,e8fcaec25de1a6093adb842e7308f0cc912018422a5a38bbb7ed3ebd763c7c09
8.3,99,30,98,96.0,15.0,93.0,Pakistan,5.0,574.0,1.0,1.0,4,da44958c6b275c9fc0b6a7397bc034c6e505a57d04f2da94ad8369dc9987900e
8.2,95,30,82,94.0,22.0,89.0,India,4.8,307.0,1.0,3.0,4,603a2d2bb9fa04d918119c929fb3a6010672c4e85679af01ded8854eac54a747
9.3,98,15,96,98.0,18.0,84.0,India,4.9,1132.0,1.0,1.0,4,69e17734754a2c2671197b72c75a0a9cc703a64215ab9a8cde9112a50c147671
8.1,96,20,94,97.0,9.0,93.0,India,4.9,285.0,0.0,0.0,2,bb9ef0d3fae357592cc0361ccb35aa7f77e0b46dad92867c07a1f65c80ae725e
7.9,99,65,99,99.0,23.0,98.0,Greece,5.0,195.0,1.0,1.0,2,2427197d1e95e79cc7099111d8da21bf054aa79aadaaff8d97f80a8db15d9d35
7.9,96,30,90,96.0,11.0,65.0,United Kingdom,4.9,219.0,1.0,2.0,4,e2bf56570565517d1b3e6361e0825553225dcd24da60daf6f3d0341b00590ca9
9.6,99,25,100,100.0,17.0,74.0,Pakistan,5.0,147.0,1.0,1.0,6,e460dc153668ad33a4cf500e2004ac6fc1e0640cee4a394435a9cde9be02273d
8.3,99,50,100,100.0,5.0,70.0,Georgia,5.0,70.0,0.0,3.0,4,fb8a34aed6e775cc1a1ea042b247b7411657f936019fb1dfc942e5b73162213b
9.8,95,65,90,93.0,13.0,82.0,United States,4.8,405.0,1.0,1.0,5,267763525a75b1fb78ce04aa8ea0eb5b593b67460d922986ac22603555918e4f
8.6,100,2,88,89.0,33.0,90.0,India,4.9,980.0,1.0,1.0,9,16f631ba17560f951689b0aa01e639720a0b2b418f30331c2fa1814bb5249821
6.3,100,30,100,100.0,6.0,62.0,Pakistan,5.0,8.0,1.0,2.0,0,8337b7902abae1ba0285f077fbf864dbefacd80a3148756951b11366143908c1
7.2,100,125,96,100.0,24.0,99.0,Egypt,5.0,96.0,1.0,2.0,2,8ca483c28d2b4537ab2aab06887eba6fa1192bfe534799e79825581bd84591bb
10.0,99,15,96,95.0,12.0,82.0,India,4.9,2215.0,1.0,2.0,9,2ef93a6cc9eaee88b0e00554f8dc4b7fd7042b4be0ac1825c8e54df3835d9daf
7.7,98,18,91,88.0,12.0,76.0,India,4.9,866.0,1.0,1.0,1,691b72bbf15cfd75e0d08b5750d472f4e22481a0795ec12134e4a3bce68cbf14
8.1,100,40,92,93.0,10.0,91.0,Philippines,5.0,224.0,0.0,0.0,0,31a994105e807f7823a67ecdbb61bab9f4b6248a915844848d34626298a5ab6c
7.9,94,40,87,91.0,20.0,90.0,India,4.9,107.0,1.0,2.0,4,bc0e56955996ec9b2eb55afbef0fea0df11bf8a87023a0b52e940e42c1b57e4c
8.5,99,22,93,94.0,27.0,92.0,India,5.0,738.0,1.0,2.0,2,cfb851a627df0c99633ca89b9eaccb4c6ced931d9db9963adc4370a16caeaeb3
8.6,98,50,98,99.0,9.0,94.0,Spain,4.9,171.0,1.0,1.0,7,fd8d60da555967111c1eaac08b5773216a33131d3e12f3a17b62e19df8eedbef
7.4,98,30,98,96.0,8.0,90.0,Pakistan,4.9,281.0,1.0,0.0,1,713457bc2c366739fcade4ef14ecd1a070e875dfaf2f6fe14deb9045df4cef4f
8.5,98,40,97,97.0,10.0,84.0,Pakistan,5.0,245.0,1.0,1.0,8,4be72e67451d22281163315a5a85aa68337d44a5d621dd023322c874711c3d62
9.8,96,20,83,89.0,17.0,88.0,India,4.7,798.0,1.0,1.0,4,135052138114814d4fb893169d79ce8cf366faec0666665555dea6504fac4193
7.6,100,25,99,99.0,16.0,74.0,Pakistan,5.0,127.0,1.0,1.0,5,d8d927ca5496a36c6db83d4b57366f05009b419a89e5c7c664804a8b68c730f9
10.0,99,20,94,95.0,25.0,79.0,Armenia,5.0,967.0,1.0,3.0,3,c4fa53d35ebe7f65f908d2a8cc55496860765c6ac16e6c216975f3ca0670ce76
7.8,97,25,99,100.0,21.0,55.0,Pakistan,4.9,60.0,1.0,0.0,10,28408cd5c378a79edd2bb2fc30921bfd2dee3c94d37b4857f5e2b3b7f87811b5
9.3,98,10,97,98.0,12.0,93.0,India,4.9,5387.0,1.0,1.0,14,6c6f6f69e808d4ed8f30c5f67276e05fcd539bee5fe495e874fe9450d930a9a8
7.2,100,38,100,100.0,29.0,86.0,Pakistan,5.0,42.0,1.0,3.0,2,076ed12cd5e4d0b1440df41ddd865e76b10d87dd8e537bddcba0e1ab4605ec52
7.1,97,20,99,100.0,35.0,62.0,Pakistan,5.0,65.0,1.0,3.0,4,8b058108425f33d2fb40da6084559d197ffea83e9f36ff37fb2a11238c28f504
8.0,100,23,98,98.0,30.0,96.0,India,5.0,201.0,1.0,2.0,4,0fc1c8e0b0a822996b1fc90b321af36d91d512d41c5ecdfe5463b50783b32ed0
8.6,100,80,100,100.0,17.0,80.0,Romania,5.0,176.0,1.0,3.0,9,bdb0f33c6dc46ad655a06a20158d9d3b02e8bd64d95463a3872339cdebf7d68a
8.1,96,45,99,100.0,8.0,90.0,United States,5.0,107.0,1.0,2.0,2,19ec0f3b19a1008d1c3364109ff8b6abf3112221bbf30cb280535ba365587111
7.4,97,40,99,100.0,5.0,87.0,United States,4.9,89.0,1.0,2.0,2,6ba20a3b28e537a59bfcf12fdeec725b3c6396dccec99ebe48fd16332e5bdb8c
9.1,99,20,99,99.0,17.0,97.0,India,4.9,367.0,1.0,0.0,1,4c2788ca0689b76f2e5b428bea0166cc23ebaf006d02b04aa5744cf9748cac6f
10.0,95,50,90,95.0,19.0,92.0,India,4.9,378.0,1.0,1.0,4,7a6d0e137edbde268bab99301fc90a29a13828a087dfee9faffc403cfc2c1b60
