Amount Earned,Completed Jobs ,USD/Hour,On Time,On Budget,Repeat Hire Rate,Accept Rate,Country,Overall Rating,Reviews Count,Education,Work Experience,Number of Certificates,User_ID_Hashed
6.0,100,45,74,97.0,24.0,96.0,Argentina,5.0,19.0,1.0,1.0,0,09c7dbfe0b65a9f7ea488df23963a072e2f22b07611d7504955654a70ccc09fb
7.6,95,28,89,98.0,14.0,55.0,Pakistan,4.9,326.0,1.0,3.0,12,8b6114b0de7c0fd52d440f9daec7ef12ced107bcf807b30db526e78deed6861e
6.4,90,25,96,99.0,9.0,88.0,India,4.9,98.0,1.0,1.0,3,2ba2278353ac7c7695c7f81e36294aeccea2d3621c8773f774cbfb4f6f3f72eb
8.0,97,75,95,93.0,7.0,80.0,India,4.8,396.0,1.0,0.0,2,ec82de13aae484b654223f41224668941f0839e7027b65264041e789cb33a21e
6.8,100,15,100,100.0,14.0,87.0,India,5.0,81.0,1.0,1.0,2,5f4ff50e114dd85709975e6cbd9bfd7bd019d55502524be3e0ab4600db11540d
6.8,100,45,85,88.0,29.0,100.0,Bangladesh,5.0,24.0,1.0,0.0,1,a96d23406e101d8f4a951643f6c1c841b65c93c80b8bc76eecde74659a441022
6.7,85,20,96,89.0,8.0,80.0,Nigeria,4.9,33.0,1.0,1.0,2,3b8ba718bca93bd14f3df5b18799e475c9717cd938a613becdc0eb9634d92082
6.4,100,50,100,98.0,16.0,95.0,Colombia,5.0,28.0,0.0,0.0,1,3e942b6a5c75fd00ec6fd52120c78efbba038a2203fb524249d69ee998533b6f
6.2,100,30,100,100.0,25.0,100.0,Belarus,5.0,24.0,1.0,3.0,3,fbed77cd80ac013d14642ccc5e30ebf6312cd078adea1575c7e95f156dedc490
7.4,98,15,95,99.0,26.0,86.0,Pakistan,4.9,188.0,1.0,1.0,4,cbe02cd051557067abc9d7fe6d08bf52f1aa641ebd96c994cc03bd144aea5be8
8.3,100,25,96,96.0,44.0,98.0,Pakistan,5.0,526.0,1.0,1.0,7,fca7b950a7349434ef27b073c64b5c91718359f1d8911f42e66cabd2256816b4
6.9,94,25,91,96.0,10.0,85.0,Pakistan,4.9,186.0,1.0,1.0,2,08688d5ab210b9a43b7111e60eb5832a9588acfcf6a57e46f10d590eb01fa3ed
8.1,95,28,94,95.0,16.0,90.0,India,4.9,233.0,1.0,1.0,1,730704cfe32c7f93e0d63952074b38d40cd4e615594a1ae84d54f703f048461b
8.1,100,50,98,92.0,10.0,76.0,"Moldova, Republic Of",5.0,464.0,1.0,1.0,12,76ee23b66ebc03f576bd4258431f580d040359b8bed44265fda67b4c24fa20e2
5.9,100,45,100,100.0,27.0,100.0,United Kingdom,5.0,37.0,1.0,1.0,0,3013b7effacd2948e80ad4174c63018c1f8e7d53d22a374b07a305f3a118447b
9.2,100,30,99,99.0,29.0,91.0,Pakistan,5.0,636.0,1.0,3.0,8,f9a9907cf6772575a615126ad76b2bf982d4d9b6f2661bdbf698869824229e72
9.0,97,15,87,92.0,15.0,91.0,India,4.8,626.0,1.0,1.0,3,f9aa09fd0c0de348991263e2efa9a7117b58c6adc6f54268dff840e567160e1b
9.2,99,30,97,98.0,28.0,78.0,India,5.0,1195.0,1.0,1.0,2,6bd2ff6b834155a8b8ff9551db767ec4874890b253d489f49a0bba228c37d06b
8.3,96,60,93,94.0,6.0,40.0,Bangladesh,4.8,293.0,1.0,3.0,14,865ba3ffc36edff2c2a31cb2a6acb8de2f540f80102fd5b32096eb9d394410ad
7.3,99,30,87,88.0,30.0,95.0,India,5.0,57.0,1.0,0.0,0,51b24c7e6f05777ea2c63b047983aac0b9ab5de3c93043f3163e8c43d41ff95e
6.6,97,24,97,95.0,11.0,68.0,India,5.0,98.0,0.0,0.0,0,f1048ed291b26544acf224e95bc9d625426a75c62295d548b417dc3a23135a0e
7.1,100,25,100,100.0,9.0,48.0,Pakistan,5.0,128.0,1.0,2.0,1,798613206075c49f8b8787495c58778bdcf8b1d1f6dd2bc59f087d618f9bb589
7.4,98,25,85,94.0,19.0,86.0,India,4.9,197.0,1.0,3.0,5,d870bd06cbe123269ca926431f9a8375af871aa56d3a872e74ff3befd0905caf
8.4,99,25,93,96.0,21.0,80.0,Pakistan,5.0,731.0,0.0,0.0,9,0b6587001006f5323ac51a6bc4d9c4b9a9e577200adeb19c41cd1153889b175f
6.1,97,52,95,97.0,42.0,97.0,Egypt,4.9,38.0,1.0,3.0,4,6afe032863221467e94b96cae22c537f75e79ded404f409e773c715f66fc2b6f
5.8,89,100,100,100.0,4.0,90.0,Egypt,5.0,46.0,1.0,3.0,1,a64660a76e509c912d9bf234bf88b4626160899429a8d436de270d19b5314887
7.8,98,20,85,87.0,28.0,94.0,India,4.9,256.0,1.0,0.0,2,e49f3614ffbdb1affe3fdd48dce04e60f5c71456c5e243ea4224b65bf360d6f5
6.4,98,20,100,98.0,17.0,94.0,Bangladesh,5.0,82.0,1.0,1.0,1,68ca02adacd69609fa9911e9efac4dd86917075b3d65f8607ff05840888a9f45
7.7,99,40,97,95.0,15.0,98.0,Portugal,5.0,123.0,1.0,0.0,3,cbcd5b0479e95f6513f6b914f1334f9ae86a14ccecdc147e9573beecaec6a608
8.3,94,10,93,96.0,14.0,82.0,India,4.9,360.0,1.0,2.0,3,268a7af88d7e4cbab19a361a554261b86476762d3dca71793dc1a927430d3b6d
5.8,100,30,95,100.0,63.0,100.0,India,5.0,13.0,1.0,1.0,0,9717c94834cd763f704836dd130a0d7e50457e8d41c253815017fa25c7c74b56
7.9,100,50,98,96.0,16.0,76.0,Bangladesh,5.0,1031.0,1.0,3.0,15,11be5dfaff92cfd3c563bf4c670d7bbc2ee38cfde6ff70a9a32d417e0166b397
6.1,100,8,100,100.0,100.0,100.0,India,5.0,4.0,0.0,1.0,0,7d0fdd88ab8dec12155ffe9035d9c354e512728778005f89721479980f547d0a
6.2,100,50,100,100.0,50.0,100.0,France,5.0,15.0,0.0,0.0,1,1a1af6b6b929c173a4a377b10eace4d8fae4d030f360f17c6ba5ac1cd0da8fcf
6.5,100,30,79,92.0,6.0,97.0,India,4.9,24.0,1.0,0.0,1,19bea712f43226e5100cbafc12422e32aa88ff3831179be9a3de45f5c381a3e0
8.0,98,20,93,93.0,21.0,86.0,India,4.9,293.0,1.0,1.0,2,928e884f1d0de6a6ef9363c27ad45fcfe669c5365c9eef2bc3aa1388cf35ce68
8.1,99,35,96,98.0,11.0,61.0,India,5.0,80.0,0.0,0.0,1,c8949d90cef25659450638faa96f4d6de7165da31794d082c6789aa8bd539759
6.1,100,15,94,99.0,18.0,67.0,United Kingdom,5.0,40.0,0.0,0.0,2,5ba88ff7ba2ef2cdd250e4c13a7bc644c2eab2fc1e0f849392af28651d34fb8f
6.1,100,25,100,100.0,36.0,100.0,Pakistan,5.0,27.0,1.0,2.0,3,deaee3adc67631e8bb70f82db4a2347533038e4c277eef610132816abc6508ad
7.6,100,25,99,99.0,16.0,74.0,Pakistan,5.0,127.0,1.0,1.0,5,d8d927ca5496a36c6db83d4b57366f05009b419a89e5c7c664804a8b68c730f9
8.0,93,15,89,91.0,16.0,72.0,India,4.9,371.0,0.0,0.0,1,5e63c7565df48725aadcb276aecf23429081d30b5bb21c7dcf1595c4e316671e
8.1,89,25,88,89.0,9.0,76.0,India,4.7,145.0,1.0,1.0,2,67e9995ff180db59112ba090dad44cc4a9911c8914d6fa2750c86ed88ac5129f
6.2,100,5,94,97.0,4.0,65.0,Pakistan,4.9,66.0,1.0,3.0,2,a7438188afa8f9f1e750a0ac5c844a302119f7b678386ba3330ca358c1f370a7
8.7,99,25,99,91.0,28.0,93.0,India,5.0,271.0,1.0,2.0,5,5f4d81669d0d61bb475d7f645471ea810eb4fa7c6ee59978f17f3175f4bf15cd
6.5,100,40,100,100.0,7.0,74.0,Romania,5.0,26.0,0.0,0.0,1,7fba68884ee01d5c3069bb3133a718d30c74687cb5aac4c5349aa6c142c05c67
6.4,100,25,100,100.0,50.0,100.0,Philippines,5.0,13.0,1.0,3.0,1,ab0935bbd77706dbee3990841ab80a73bb231543238d8b5cf01d37f995c1add2
8.1,100,30,98,98.0,19.0,98.0,Nigeria,5.0,368.0,1.0,3.0,4,353d5b2ba8aa80ae03483ba15399ff01be2779da1b6cd72731586612e5a9aebb
8.1,98,25,95,97.0,12.0,80.0,India,4.9,384.0,1.0,1.0,1,481a1c90a7141d38acc58ee5fb309c2d75afaaf97ae9deb9e7ea17ebda33123d
7.6,98,20,93,94.0,7.0,91.0,India,4.9,590.0,1.0,1.0,3,51e96bf8aabac72421ee968b29f497dc11d05bd0f9b34717fc50d5952aaad466
6.7,91,100,94,93.0,11.0,95.0,Egypt,4.8,66.0,1.0,3.0,4,1ca9d39911ce1b3e57019cdc8fd9dd34e3d3a3933694563d328aed9e81075985
9.5,98,5,99,24.0,15.0,81.0,India,5.0,365.0,1.0,1.0,3,71e0a0ef5ae9f6b60ccebc25fecb197d210a246696b811cf51b4e2aa38f667bc
5.5,100,25,100,100.0,100.0,100.0,Mexico,5.0,2.0,1.0,0.0,0,77c8880e75585ec3a83ab1174531d3332629503e8341c95ff90679dbce412893
7.3,97,35,97,97.0,31.0,84.0,India,4.9,107.0,1.0,3.0,4,57aa1b1b7c67b2a765608bd1bc43d879b05eb1161f2c1b4d30e62199892e557c
6.4,100,25,99,99.0,3.0,70.0,Pakistan,5.0,42.0,1.0,1.0,1,c28ed366ff15715fd7a4162f34542115240f2bfe54c613fe4a46ca7ae25c8442
6.5,94,15,92,83.0,18.0,51.0,Pakistan,4.9,83.0,1.0,1.0,1,3c84acb8a3fbe984004b762694d723e72784e32c6fb40022ae086fa4950cd176
6.2,100,10,100,100.0,50.0,100.0,Colombia,5.0,2.0,1.0,0.0,0,9e6c89752cfe5821275c7bdf465ffa7e049d39859886e5531bf0461fb77fa1b8
7.1,100,20,99,100.0,19.0,61.0,Bangladesh,5.0,124.0,1.0,1.0,2,5ff96bdfab22f9692e1925c0f5054478f5df8354c3808479674b88cb2efa5ead
7.9,98,20,94,97.0,18.0,83.0,India,4.9,540.0,1.0,1.0,1,5144b8bc005723b80a29f294b609c47db7f79215f0a011535dc1e4c0f1d9ae38
7.9,97,15,93,96.0,14.0,98.0,Bangladesh,4.9,682.0,1.0,2.0,4,99bf6323477c22765f734a9271d251c73ff9d6809a591c2b860f88c182112ee8
7.0,99,50,100,99.0,19.0,76.0,Bangladesh,5.0,138.0,1.0,3.0,9,a3495b73431184c02952f4df3d36253b16067bb89a67a8282a5e0b51154d1764
6.1,94,25,95,100.0,25.0,83.0,Pakistan,5.0,66.0,1.0,0.0,4,56987d91e53e90410ac651fe1e994c33a14e3060a148ec4eaabfe211c1e49152
7.1,96,45,97,95.0,12.0,96.0,Argentina,5.0,50.0,1.0,2.0,4,7953ac6b338a93bb1cbe2876eeb5fb4cab4410e6a7d8b92a92592dc91b9be025
8.1,90,50,89,89.0,13.0,73.0,United Arab Emirates,4.8,187.0,1.0,1.0,0,66ac5939d1aaa1573addf45eeae0160b1ff60cad2e48f704c53becf47cc7d5f0
6.1,100,30,100,100.0,100.0,100.0,India,5.0,10.0,1.0,1.0,0,00e888f8bee6844b165810419c610cfe44dd69912176cb88a281266a51e29da4
6.6,98,10,98,95.0,9.0,96.0,Pakistan,5.0,110.0,1.0,0.0,3,c25ae53e1c1410902d57773cdb1d1cf03492c6547615da3348698c1ccb64d927
8.0,89,25,99,99.0,8.0,95.0,India,5.0,30.0,1.0,3.0,4,0e4e4bfdfe1928285244fe5a55f2d652c6f611e8f1e565a5a8f326f331ba4f26
8.4,99,39,95,97.0,28.0,90.0,Romania,5.0,303.0,1.0,1.0,6,7ed28df82fd9d79ae357ebd925fb82d728c85062845c2fb9f2c588ea2859bf5e
6.8,97,40,99,99.0,26.0,94.0,Pakistan,5.0,131.0,1.0,3.0,14,ad8636bc66eef88301d9a77b35b9528122a0b3a93ece96e7ef57697b86a07fbb
7.1,97,25,97,84.0,13.0,69.0,Pakistan,4.9,268.0,1.0,1.0,1,f3cb9c7dbf7ecc801eef4a77a54f41e1f581988198ed51ba0b1770622260d98e
6.3,97,15,95,92.0,22.0,93.0,Pakistan,5.0,72.0,1.0,3.0,8,b2d729eb94298ef139fa78b66d2ab82f04611a3010ab6cd1057e5d48d59da26e
6.7,99,350,100,100.0,33.0,97.0,United States,5.0,116.0,0.0,0.0,4,e091936838e500fbdb219246b4725e092d350b9ba601fb9720c0a2de7488fe06
6.4,84,10,74,91.0,6.0,46.0,Pakistan,4.7,76.0,1.0,1.0,3,9a86e19a0f71e0990f214653daee8444dac10541f4ebc5754b5bcffd9d6e89a5
7.3,98,20,100,100.0,14.0,80.0,Pakistan,5.0,162.0,1.0,2.0,2,e2907a4b15170e178c5133fbe60080c01773ed8380e8f0d79251f69314c9f76f
6.7,89,65,92,99.0,9.0,83.0,Bosnia And Herzegovina,5.0,32.0,1.0,0.0,3,faeb5f20e1a660028dbdf27294b8fd3c539890f5f0f40282f705702f31499076
8.1,100,20,96,95.0,33.0,87.0,India,5.0,544.0,1.0,1.0,7,371d2677a924ab6a7fdf9c8ec47171dec369dfd37b6becfce279f6a116392ee4
7.2,96,40,92,98.0,22.0,97.0,India,4.9,113.0,1.0,1.0,3,b266a83085758c326b8479eaaa52cb0aa0786b5cefd44078242335a86143f934
6.5,99,25,96,79.0,25.0,96.0,India,5.0,156.0,1.0,2.0,1,f156164a5cb35e201eae7847b3f9ad77b67a11131aa43b73bf947e4888455e12
7.4,96,75,83,94.0,9.0,100.0,United States,4.6,48.0,1.0,0.0,4,e798836d5e0f65fbbbf9a84f3b6a5c610170b4ec2160d7db287c87bdc02894ba
8.9,99,14,90,99.0,37.0,98.0,Pakistan,4.9,322.0,1.0,1.0,5,b6f6e45b8e09cb7ad64c971d7e1e44e8d5d4f13ed324951608d3b4e7161b9f29
10.0,99,45,98,99.0,18.0,64.0,India,5.0,519.0,1.0,3.0,11,39545daccbbc93b095586aec09548352b4c2633e6a963d3fad31bea9b8402814
6.0,92,25,95,96.0,13.0,80.0,Pakistan,4.9,65.0,1.0,1.0,1,2fd6d297e71b02f9655fd9e3b2cfacc6365badfc9ea4ffdb53df82686d82d73b
6.4,81,14,97,97.0,5.0,95.0,India,4.9,15.0,1.0,2.0,4,b74cdc61f050ed797338142edb008565ecda012cbe5b70acdfc645d8d19ca1c2
6.4,94,15,97,93.0,16.0,96.0,Zimbabwe,5.0,80.0,0.0,0.0,1,40586d9d3b3f33b2358b08d162acdefd9eba948f8f7ba817bd3c506c0ba1dd50
5.6,100,10,85,85.0,13.0,64.0,Egypt,4.9,48.0,1.0,1.0,2,56487d68a3e34f39a27485ac97f99ee1c88bf1e37669026abb907fb1c7876be8
8.7,98,22,94,96.0,21.0,93.0,India,4.9,236.0,1.0,1.0,4,17075521d19f866d12ddaa69c7c2fd0ab238013e45f9d268bc954f0956d69439
8.4,99,60,95,99.0,25.0,88.0,Greece,5.0,449.0,1.0,2.0,11,c9931946fa2bcccecab179b22bd4a46ec44992dc46d68bf5767c21cbcba56664
6.7,94,12,80,92.0,7.0,77.0,India,4.9,134.0,1.0,3.0,2,4965a302e1e4998733564017bd50a29cfbd564b9ddec49aee0faec3fff21f328
6.4,91,35,95,95.0,7.0,98.0,Morocco,4.9,113.0,1.0,1.0,1,15c79fc3fd582b158a2988c81f4d76d5b251e37fbee568b7ca09537ec1abeff5
6.9,99,25,94,97.0,17.0,90.0,India,5.0,207.0,1.0,3.0,3,b11622398c21c8030021325add8f2fb315748c2f6b4e7030fc0e59543473418d
5.9,100,25,100,100.0,11.0,87.0,Bangladesh,5.0,43.0,1.0,2.0,11,342587cbfd631bcb43ebf30d712979cf0fe78fa8b894198a0de8ebd3558f1ae4
8.0,91,40,95,96.0,17.0,86.0,Pakistan,4.8,84.0,1.0,2.0,9,0df7c169f9238fcb27099ff9f47e5fe403b05944006515ed092c4dce2bd05b60
7.9,100,80,98,99.0,12.0,79.0,Pakistan,5.0,205.0,1.0,1.0,3,570db8f2a4502aa04883c0cc42cbd7d8ed8bae9eec0ba02e359717f0156886f1
8.1,98,50,93,95.0,15.0,93.0,Sweden,5.0,167.0,1.0,3.0,3,836d87631937bd8ee6b7ab81769924e4f8328c0d9750bfa25b7c06101d816d8c
8.1,94,12,83,85.0,11.0,89.0,India,4.4,192.0,1.0,1.0,1,20c9960fd9f405e7e7cb04acfbd5b748b8c4d2938e2fbc3d5ed7571586697792
6.9,98,5,99,100.0,13.0,91.0,Pakistan,5.0,118.0,1.0,1.0,3,b7d98125b15a62a8faa4a0535fdcf4a71cf19af3d356aecfac09ff0e66d11289
7.3,94,30,90,92.0,11.0,70.0,Pakistan,4.9,262.0,0.0,0.0,1,5faef2b23f901c8cbff21f16451dd4ae5f9c9fca20f01cd6dea35327d322de5d
6.3,100,35,100,100.0,15.0,60.0,Poland,5.0,17.0,1.0,2.0,0,0b013a86d4a44dc41e8398e0c081bc751d9baff84d6bb49ff4df281ee4253aa3
6.6,97,10,99,98.0,14.0,93.0,Indonesia,4.9,112.0,1.0,1.0,2,fc3b7ad76ea5bac522a133e06a95098bda78eb689c3cf16394f5b53849b18bb3
7.2,97,15,86,95.0,16.0,75.0,Bangladesh,4.9,266.0,1.0,1.0,2,4a032332b3d7654189eb34dc9ab57be5b38a30780845cb812d14b75a92a91128
7.0,88,80,90,89.0,12.0,66.0,Pakistan,4.9,137.0,1.0,3.0,8,e268e8fdfc2b5785b22ddc5a0e6200e4d6be92ca387eb4cbb2f7779acb02d607
7.5,99,45,92,95.0,6.0,93.0,Pakistan,5.0,113.0,1.0,1.0,2,15192829b5346918cf59dc8f9ae6b3b166f3ecdb286c58863bc81b8d29a56df3
6.6,97,20,96,83.0,10.0,84.0,India,5.0,104.0,1.0,1.0,2,d7f9065c304fce412291b97d6890a1e836cd2460552ce7279e2a4f946939a6d1
7.8,100,20,100,100.0,28.0,100.0,Belarus,5.0,46.0,1.0,0.0,2,176458fb0adec92de605d01e7e62998c38aff28b98dcf581c86ca26bfb422f83
8.3,99,10,94,94.0,8.0,78.0,India,4.9,2005.0,1.0,1.0,2,f9baa1d5df73d3995b1c924705ba72e72f7c645e6c9d28ac19965b22c32543e5
7.1,98,25,97,98.0,27.0,96.0,India,4.9,75.0,1.0,2.0,3,bf012f3d0330c9d2b648acd0f596ef8343f1a551c55da85ad04c77c339001d59
7.2,98,10,96,100.0,37.0,93.0,Pakistan,5.0,47.0,1.0,0.0,1,47dd4484ba043af941362e0fdeeaa7970874efc427889faba34456b612cf81f4
8.1,87,20,93,96.0,31.0,84.0,Qatar,4.9,959.0,0.0,1.0,15,2607fdd8716a2828c1a1de890390810f87e4df2f9d29c7c7a896a998253587b0
7.4,92,50,96,94.0,5.0,94.0,Pakistan,4.8,138.0,1.0,1.0,1,7d3965533c76cfa306dd8c786d9fc7b005d39661b56844bd32152e61d5accc2b
7.3,98,18,80,92.0,23.0,87.0,India,4.9,153.0,1.0,1.0,1,a932d389f44dbefe69de01646deddcaedf708f490989d3135e992a02eb3ae414
5.6,94,30,99,100.0,7.0,82.0,Egypt,5.0,71.0,1.0,3.0,1,75f3c2397b9034516c0396a4cd9b9982b2561a8fbdd4c64bc47818ec2ce6ce11
7.2,99,31,97,98.0,18.0,94.0,Portugal,5.0,123.0,1.0,0.0,0,31ebbbca48c76c7625daf5234aa0d5912b318e22f4d98517ca30e947bf667c53
7.1,97,8,98,99.0,9.0,55.0,Pakistan,5.0,108.0,1.0,1.0,2,a3284f77d8985fe67d867494efc478aa5a48f8376a460b5e14a445160d60256c
7.1,100,20,96,93.0,28.0,90.0,India,5.0,56.0,1.0,3.0,1,9e2bc7b292ba8194d61250db687da45fb188598d27fe3af84b63bd2604109d68
5.5,100,30,100,100.0,9.0,100.0,Pakistan,5.0,10.0,1.0,1.0,2,851d3627cc1f62d5860e0eef6132cf6b2367cc9cfc74d5d820ecda33e756454a
8.0,96,25,97,99.0,24.0,89.0,Pakistan,5.0,432.0,1.0,3.0,4,7fdc13720df2fc3bb989fca66e625f017ee5496bd9396825e69394d7e1a4aa8a
9.2,97,18,88,89.0,20.0,92.0,India,4.8,402.0,1.0,1.0,4,55d6a1004a7f1867f488199fdd441a0d45bdbf45e847e1f035bfb5b665dc18da
6.9,90,25,98,100.0,15.0,91.0,Egypt,5.0,110.0,1.0,1.0,2,44801e91841d332b31aede76229a58f10b4eba882da640b79f554d74b94da3eb
7.3,99,25,97,97.0,13.0,84.0,Pakistan,5.0,293.0,1.0,0.0,7,316bfe03f71e7aa8d942f783c68e924c38f02d32260daae379d886d9749c0451
6.7,100,15,96,97.0,23.0,61.0,Ukraine,5.0,27.0,1.0,1.0,5,c3912be0a1d7995413f53acf38ddf89aa3e0c11c12efd1a7b2da163b89b82bf7
7.1,96,20,93,94.0,17.0,86.0,India,4.9,235.0,1.0,2.0,5,9f533a6c095b777c7a914e0aa47fd7b58773197628e87d244c89a3a78696a359
8.9,100,45,99,99.0,27.0,68.0,Pakistan,5.0,897.0,1.0,1.0,15,8fdeafb18304cc11fec39c060a5fb6b843dd022c4e7317fa47c0e505491e240a
5.6,94,50,97,97.0,14.0,78.0,Sri Lanka,5.0,15.0,0.0,0.0,1,1c72cfe97ec929dc8f2cbb6356d952d255098f6faa2d88b9306219773bf88ce7
6.6,99,20,95,95.0,8.0,81.0,Pakistan,5.0,124.0,1.0,3.0,3,520511f1539ef2f2a0541ea985f1159891b9d7a2dcc69fb79389957c7e7bd2d7
6.3,94,33,100,98.0,6.0,91.0,Poland,5.0,43.0,1.0,0.0,0,112f142dd9bfad9d06667eb3fd3f02950b8df620132f37d4879f7ed70f4c9c8d
7.7,98,28,97,98.0,10.0,58.0,India,5.0,204.0,1.0,1.0,8,daf7147fbe128d171854a5a0ecad127510552db9deea1a555218bdd307a7cc85
7.8,94,25,97,99.0,19.0,92.0,India,4.9,132.0,1.0,0.0,2,fb4d0f1609146cec9da6d1ddf22d7127aba9cbd6b654f14f762ddb3b2989c2a8
6.9,96,15,90,90.0,32.0,97.0,India,5.0,67.0,1.0,1.0,3,f25546bcbd0293579a8137c153e475f0eae595b64bd8f607ce261666face1ea4
6.1,94,40,100,100.0,6.0,46.0,Colombia,5.0,12.0,0.0,0.0,0,fe5f59fb3883ae733bfd9b7a1b48762bb211baee5100a5163815d77fa823101f
7.2,98,15,94,96.0,7.0,81.0,Pakistan,4.9,214.0,1.0,2.0,1,fef6365aa84f053b39d32ab60c7aa90bbc518bebad7b3d5c7bf6d69b95ee6a03
6.1,100,13,100,100.0,33.0,100.0,Algeria,5.0,3.0,1.0,0.0,0,4e3708eb44aa49be729889edbf263775ab7808cee90a288cabcae31dc1294b16
6.5,86,10,95,98.0,12.0,57.0,Pakistan,4.9,100.0,1.0,3.0,0,cab6da2d3cbebef9c6b49518a25d950d3967597f379e10922f78f38ad52b699f
6.8,100,30,100,97.0,25.0,100.0,India,5.0,5.0,1.0,1.0,3,9fbe9f5dc0d993b37cb11b31d0402d637c3eea566508bc2cc0dde8085cecfe19
8.4,98,40,84,84.0,9.0,80.0,India,5.0,312.0,0.0,0.0,2,fc9f6647226ca86fe2e582cebb90e876a4fb5ac96fa4040e53e7a0e4170fef81
8.1,96,45,90,97.0,13.0,84.0,India,4.9,390.0,1.0,1.0,6,610e9f145474685040ecf09c533b7aac5aed4ab8df7df8d15fc86f80b7316c0b
6.3,92,25,97,99.0,12.0,92.0,Bangladesh,4.9,139.0,1.0,3.0,15,2f16cfa3c2149e85a408a7add101884f9b9dbb01b70e0051218f4ed6294ff3e9
6.9,100,15,96,97.0,15.0,86.0,India,4.9,68.0,1.0,3.0,1,1517bd4ca65fd4e8ed39bf8ade1b83b89965abb4aa184714aa6722bf753ab3c9
9.5,97,22,100,99.0,30.0,73.0,India,5.0,212.0,1.0,2.0,12,3c779881e19a58fd0b4d793069fb9621b40708d1540fb488960e96c212f284b2
6.6,100,20,100,96.0,21.0,97.0,Vietnam,5.0,47.0,0.0,0.0,1,47fe9b8723abd246452ed1c679d8c5a5714bdf7fa915f4f58b23fc226f5d08b5
7.6,100,35,99,98.0,20.0,97.0,Estonia,5.0,144.0,1.0,0.0,2,e007e77f29e5e1476d9b886ec48f2e8f09b524d42b9099b82f6dfcbc0d5a39b0
8.3,98,10,94,95.0,7.0,63.0,India,4.9,866.0,1.0,1.0,2,a89f052bc5e72f1174df3cd3840b6cd5fee793a381d0789e7871cdb17c7a6f14
9.7,96,40,84,90.0,10.0,93.0,Pakistan,4.6,663.0,1.0,3.0,2,b33784f33101179f9b0ba678041b74bbe76d9ab919216f64620a7a9e13a8fbb6
6.8,85,10,90,84.0,6.0,45.0,Pakistan,4.6,154.0,1.0,3.0,1,4fcb9ec885309d69139be216ffc37fdd2a4c8c8a7ea8078d9ac431da55374b8d
5.7,100,25,100,100.0,36.0,95.0,Turkey,5.0,28.0,1.0,1.0,12,2d51c2e78e378e9ae6a25467251e5bc9ee1ccf38e4a105fb300aa8806b33c0fa
7.5,96,20,89,91.0,14.0,73.0,Pakistan,4.8,86.0,1.0,1.0,1,ee9a748be4a745fe3919a093e62bddc20474f500a3532cf4013fdb8feba00944
6.9,99,15,95,92.0,11.0,80.0,Bangladesh,5.0,350.0,1.0,2.0,2,f2711711e62411c7e49fcb5111f14862a5dc1dbe76a60c939b471ebc2f3ef979
6.6,96,10,98,100.0,18.0,60.0,India,4.9,53.0,1.0,3.0,1,7851404c90d0a5b30437eeb1b2b8c6acd43b760feea9365e76027561a3fafbed
7.3,95,60,93,97.0,20.0,92.0,India,5.0,127.0,1.0,0.0,1,c5a2d016e2a25cf50e3b3cf9280780e393a16e596d0b0bb0cc61d17c38233fe9
9.4,97,20,91,98.0,16.0,75.0,India,4.8,461.0,1.0,1.0,15,a6323644ef300a17aed8000427ea20e0685f6a3065493deba44c2a8d4cd0b39d
6.6,100,45,99,99.0,15.0,98.0,Turkey,5.0,50.0,1.0,2.0,4,986990fc61136c2fb58ebf66555f65030ed970e99eec066981bd7d3a451d5613
6.4,95,20,100,97.0,9.0,75.0,Bangladesh,5.0,42.0,1.0,3.0,4,257bcf351523e12467122646cddb6e6edafda196e6ec65e83bf04b452b8c07f3
7.5,97,10,86,91.0,6.0,90.0,Pakistan,4.8,371.0,1.0,2.0,5,dfa0801e9992d372bbd23decf3b733f265a86a565112d70a689d46d5e19fed76
8.1,95,25,86,87.0,14.0,47.0,Pakistan,4.9,285.0,1.0,1.0,13,8df89d819829ebce195ea9ff61d3a6520e66538e0c948bba2464d83cda3509c2
8.3,100,20,94,95.0,26.0,86.0,India,5.0,371.0,1.0,1.0,2,70de7679b51bb53f84b596e7b1835880c50a464c6e8e0c7ce107b66337c719de
7.8,100,50,100,100.0,26.0,79.0,Pakistan,5.0,90.0,0.0,0.0,2,91581b0550e346d1be3e1d0ec80c5098015de02a4a72017fac8ac8c1e1b36415
6.5,99,50,99,100.0,24.0,91.0,Canada,5.0,64.0,0.0,0.0,14,11a541681a1b4e1b811017d6aedba6a08d9e735913a92e5543b9e847c0556d50
6.9,100,50,98,100.0,16.0,83.0,Pakistan,5.0,221.0,0.0,0.0,4,ff8358982b97b0064b346895c67f7927b9b367a122df3759876d0d00051d15d2
7.6,94,40,87,91.0,19.0,87.0,Pakistan,4.7,120.0,1.0,1.0,1,684538367e3ec9b5879bb3fd61f0d477b718ebd727a27e73a2a98e3e888c0a41
5.5,100,15,100,100.0,39.0,100.0,Pakistan,5.0,28.0,1.0,1.0,2,9fbd08c1d2aa96353cc24bdffa76cd851daf6671e8e34b232bfe03de9af8d2ea
7.3,94,20,97,99.0,19.0,97.0,Turkey,5.0,125.0,1.0,0.0,15,1d3ff6b1c2fb8ff2b3507c6c7bc56456ec85f04ef2a594806008c53c8d881681
